Time,Cumulative Damage,RUL (Linear),RUL (Feedback)
2.129999999999927e-06,0.0,14869.557756339129,11895.646205071303
3.3400000000001137e-06,0.0,14869.557756339129,11895.646205071303
6.390000000000215e-06,0.0,14869.557756339129,11895.646205071303
1.3369999999999962e-05,0.0,14869.557756339129,11895.646205071303
1.360000000000033e-05,0.0,14869.557756339129,11895.646205071303
1.516999999999968e-05,0.0,14869.557756339129,11895.646205071303
1.6079999999999914e-05,0.0,14869.557756339129,11895.646205071303
1.704999999999979e-05,0.0,14869.557756339129,11895.646205071303
1.7520000000000036e-05,0.0,14869.557756339129,11895.646205071303
2.2630000000000913e-05,0.0,14869.557756339129,11895.646205071303
2.3959999999999954e-05,0.0,14869.557756339129,11895.646205071303
2.4050000000000286e-05,0.0,14869.557756339129,11895.646205071303
2.5380000000000194e-05,0.0,14869.557756339129,11895.646205071303
2.8700000000000427e-05,0.0,14869.557756339129,11895.646205071303
2.8809999999999773e-05,0.0,14869.557756339129,11895.646205071303
3.1429999999999826e-05,0.0,14869.557756339129,11895.646205071303
3.578000000000001e-05,0.0,14869.557756339129,11895.646205071303
3.622999999999994e-05,0.0,14869.557756339129,11895.646205071303
3.737000000000011e-05,0.0,14869.557756339129,11895.646205071303
3.791999999999988e-05,0.0,14869.557756339129,11895.646205071303
4.094000000000016e-05,0.0,14869.557756339129,11895.646205071303
4.652999999999992e-05,0.0,14869.557756339129,11895.646205071303
4.91799999999998e-05,0.0,14869.557756339129,11895.646205071303
5.119999999999951e-05,0.0,14869.557756339129,11895.646205071303
5.230000000000035e-05,0.0,14869.557756339129,11895.646205071303
5.275000000000028e-05,0.0,14869.557756339129,11895.646205071303
5.4950000000000224e-05,0.0,14869.557756339129,11895.646205071303
5.7660000000000176e-05,0.0,14869.557756339129,11895.646205071303
7.227000000000058e-05,0.0,14869.557756339129,11895.646205071303
8.245999999999991e-05,0.0,14869.557756339129,11895.646205071303
8.386000000000027e-05,0.0,14869.557756339129,11895.646205071303
8.717000000000013e-05,0.0,14869.557756339129,11895.646205071303
8.880999999999993e-05,0.0,14869.557756339129,11895.646205071303
9.252000000000002e-05,0.0,14869.557756339129,11895.646205071303
9.320999999999982e-05,0.0,14869.557756339129,11895.646205071303
9.515999999999995e-05,0.0,14869.557756339129,11895.646205071303
9.560000000000037e-05,0.0,14869.557756339129,11895.646205071303
9.564000000000013e-05,0.0,14869.557756339129,11895.646205071303
9.905000000000027e-05,0.0,14869.557756339129,11895.646205071303
9.908000000000009e-05,0.0,14869.557756339129,11895.646205071303
0.00010939000000000001,0.0,14869.557756339129,11895.646205071303
0.00011601000000000016,0.0,14869.557756339129,11895.646205071303
0.00011618000000000045,0.0,14869.557756339129,11895.646205071303
0.0001175600000000005,0.0,14869.557756339129,11895.646205071303
0.00011853999999999988,0.0,14869.557756339129,11895.646205071303
0.00012589999999999954,0.0,14869.557756339129,11895.646205071303
0.00012627999999999945,0.0,14869.557756339129,11895.646205071303
0.00013276,0.0,14869.557756339129,11895.646205071303
0.00013347000000000012,0.0,14869.557756339129,11895.646205071303
0.00014969000000000007,0.0,14869.557756339129,11895.646205071303
0.00015247000000000004,0.0,14869.557756339129,11895.646205071303
0.00015311000000000014,0.0,14869.557756339129,11895.646205071303
0.00015833999999999987,0.0,14869.557756339129,11895.646205071303
0.00016011000000000063,0.0,14869.557756339129,11895.646205071303
0.00016589000000000013,0.0,14869.557756339129,11895.646205071303
0.00017610000000000065,0.0,14869.557756339129,11895.646205071303
0.00018648000000000015,0.0,14869.557756339129,11895.646205071303
0.0001952500000000001,0.0,14869.557756339129,11895.646205071303
0.00022375,0.0,14869.557756339129,11895.646205071303
0.00022605000000000064,0.0,14869.557756339129,11895.646205071303
0.0003150599999999998,0.0,14869.557756339129,11895.646205071303
0.00034986,0.0,14869.557756339129,11895.646205071303
0.0003694099999999997,0.0,14869.557756339129,11895.646205071303
0.0003992500000000003,0.0,14869.557756339129,11895.646205071303
0.00047183000000000034,0.0,14869.557756339129,11895.646205071303
0.0005018700000000006,0.0,14869.557756339129,11895.646205071303
0.00056521,0.0,14869.557756339129,11895.646205071303
0.0005748199999999998,0.0,14869.557756339129,11895.646205071303
0.00057632,0.0,14869.557756339129,11895.646205071303
0.0005997300000000006,0.0,14869.557756339129,11895.646205071303
0.0006247499999999999,0.0,14869.557756339129,11895.646205071303
0.0006480399999999999,0.0,14869.557756339129,11895.646205071303
0.0006642699999999998,0.0,14869.557756339129,11895.646205071303
0.0006669600000000003,0.0,14869.557756339129,11895.646205071303
0.0007028,0.0,14869.557756339129,11895.646205071303
0.0007031999999999997,0.0,14869.557756339129,11895.646205071303
0.0007050200000000002,0.0,14869.557756339129,11895.646205071303
0.0007429700000000008,0.0,14869.557756339129,11895.646205071303
0.00075186,0.0,14869.557756339129,11895.646205071303
0.0007624100000000007,0.0,14869.557756339129,11895.646205071303
0.0007636800000000001,0.0,14869.557756339129,11895.646205071303
0.0007649699999999998,0.0,14869.557756339129,11895.646205071303
0.0007688899999999999,0.0,14869.557756339129,11895.646205071303
0.0007737,0.0,14869.557756339129,11895.646205071303
0.0007920900000000001,0.0,14869.557756339129,11895.646205071303
0.0007954899999999998,0.0,14869.557756339129,11895.646205071303
0.0008508399999999998,0.0,14869.557756339129,11895.646205071303
0.0008600800000000005,0.0,14869.557756339129,11895.646205071303
0.0008696600000000004,0.0,14869.557756339129,11895.646205071303
0.0008698899999999995,0.0,14869.557756339129,11895.646205071303
0.0008821300000000005,0.0,14869.557756339129,11895.646205071303
0.0008865900000000005,0.0,14869.557756339129,11895.646205071303
0.00090172,0.0,14869.557756339129,11895.646205071303
0.0009390599999999998,0.0,14869.557756339129,11895.646205071303
0.0009543900000000003,0.0,14869.557756339129,11895.646205071303
0.00096495,0.0,14869.557756339129,11895.646205071303
0.00097124,0.0,14869.557756339129,11895.646205071303
0.0011121299999999998,0.0,14869.557756339129,11895.646205071303
0.00120336,0.0,14869.557756339129,11895.646205071303
0.00132885,0.0,14869.557756339129,11895.646205071303
0.0018542500000000002,0.0,14869.557756339129,11895.646205071303
0.0023692080000000003,0.0,14869.557756339129,11895.646205071303
0.0025106759999999994,0.0,14869.557756339129,11895.646205071303
0.0025776339999999997,0.0,14869.557756339129,11895.646205071303
0.0026686130000000002,0.0,14869.557756339129,11895.646205071303
0.0027119809999999996,0.0,14869.557756339129,11895.646205071303
0.0027799623,0.0,14869.557756339129,11895.646205071303
0.002784533,0.0,14869.557756339129,11895.646205071303
0.0028313431999999993,0.0,14869.557756339129,11895.646205071303
