Range,Mean,Count,StartIndex,EndIndex
7.597889999999942259e-06,1.000000000000000000e+00
7.735000000000141936e-06,1.000000000000000000e+00
8.989999999999844470e-06,1.000000000000000000e+00
1.175000000000004166e-05,1.000000000000000000e+00
1.305499999999988094e-05,1.000000000000000000e+00
1.346000000000007780e-05,1.000000000000000000e+00
1.755499999999982769e-05,1.000000000000000000e+00
1.835000000000009367e-05,1.000000000000000000e+00
2.080500000000004221e-05,1.000000000000000000e+00
2.115999999999988550e-05,1.000000000000000000e+00
2.179999999999998779e-05,1.000000000000000000e+00
2.644999999999991108e-05,1.000000000000000000e+00
2.865000000000007298e-05,1.000000000000000000e+00
3.199999999999991046e-05,1.000000000000000000e+00
3.930999999999997430e-05,1.000000000000000000e+00
4.888500000000003086e-05,1.000000000000000000e+00
5.878500000000000045e-05,1.000000000000000000e+00
5.906999999999982577e-05,1.000000000000000000e+00
5.984000000000002338e-05,1.000000000000000000e+00
6.009000000000005656e-05,1.000000000000000000e+00
6.011499999999990809e-05,1.000000000000000000e+00
6.161499999999989034e-05,1.000000000000000000e+00
6.211500000000017355e-05,1.000000000000000000e+00
6.344500000000008119e-05,1.000000000000000000e+00
6.776500000000001273e-05,1.000000000000000000e+00
6.778000000000014048e-05,1.000000000000000000e+00
6.806000000000021234e-05,1.000000000000000000e+00
6.864499999999999075e-05,1.000000000000000000e+00
7.200999999999995599e-05,1.000000000000000000e+00
7.656999999999998009e-05,1.000000000000000000e+00
7.804999999999997270e-05,1.000000000000000000e+00
8.214000000000007753e-05,1.000000000000000000e+00
8.377999999999987887e-05,1.000000000000000000e+00
8.653499999999999734e-05,1.000000000000000000e+00
1.003200000000000966e-04,1.000000000000000000e+00
1.067800000000001127e-04,1.000000000000000000e+00
1.087650000000001419e-04,1.000000000000000000e+00
1.349350000000000896e-04,1.000000000000000000e+00
1.434750000000000044e-04,1.000000000000000000e+00
1.441950000000000653e-04,1.000000000000000000e+00
1.446550000000000440e-04,1.000000000000000000e+00
1.478549999999999049e-04,1.000000000000000000e+00
1.557250000000000040e-04,1.000000000000000000e+00
1.680549999999999622e-04,1.000000000000000000e+00
1.998699999999999956e-04,1.000000000000000000e+00
2.049147199999998845e-04,1.000000000000000000e+00
2.081449999999998579e-04,1.000000000000000000e+00
2.164450000000001139e-04,1.000000000000000000e+00
2.285250000000000389e-04,1.000000000000000000e+00
2.443749999999998007e-04,1.000000000000000000e+00
2.653450000000000556e-04,1.000000000000000000e+00
2.766450000000000593e-04,1.000000000000000000e+00
3.020068999999999900e-04,1.000000000000000000e+00
3.124449999999998452e-04,1.000000000000000000e+00
3.152936000000000063e-04,1.000000000000000000e+00
3.350199999999997841e-04,5.000000000000000000e-01
