Range,Mean,Count,StartIndex,EndIndex
2.129999999999927091e-06,1.000000000000000000e+00
3.340000000000113711e-06,1.000000000000000000e+00
6.390000000000214953e-06,1.000000000000000000e+00
1.336999999999996178e-05,1.000000000000000000e+00
1.360000000000033057e-05,1.000000000000000000e+00
1.516999999999968027e-05,1.000000000000000000e+00
1.607999999999991381e-05,1.000000000000000000e+00
1.704999999999979102e-05,2.000000000000000000e+00
1.752000000000003554e-05,1.000000000000000000e+00
2.263000000000091327e-05,1.000000000000000000e+00
2.395999999999995356e-05,1.000000000000000000e+00
2.405000000000028643e-05,1.000000000000000000e+00
2.538000000000019407e-05,1.000000000000000000e+00
2.870000000000042656e-05,1.000000000000000000e+00
2.880999999999977329e-05,1.000000000000000000e+00
3.142999999999982613e-05,1.000000000000000000e+00
3.578000000000001318e-05,1.000000000000000000e+00
3.622999999999994281e-05,1.000000000000000000e+00
3.737000000000011146e-05,1.000000000000000000e+00
3.791999999999988089e-05,1.000000000000000000e+00
4.094000000000016029e-05,1.000000000000000000e+00
4.652999999999992212e-05,1.000000000000000000e+00
4.917999999999979679e-05,1.000000000000000000e+00
5.119999999999950979e-05,1.000000000000000000e+00
5.230000000000034968e-05,1.000000000000000000e+00
5.275000000000027930e-05,1.000000000000000000e+00
5.495000000000022436e-05,1.000000000000000000e+00
5.766000000000017639e-05,1.000000000000000000e+00
7.227000000000058030e-05,1.000000000000000000e+00
8.245999999999991184e-05,1.000000000000000000e+00
8.386000000000027113e-05,1.000000000000000000e+00
8.717000000000012933e-05,1.000000000000000000e+00
8.880999999999993066e-05,1.000000000000000000e+00
9.252000000000001542e-05,1.000000000000000000e+00
9.320999999999982077e-05,1.000000000000000000e+00
9.515999999999994949e-05,1.000000000000000000e+00
9.560000000000037218e-05,1.000000000000000000e+00
9.564000000000013463e-05,1.000000000000000000e+00
9.905000000000026630e-05,1.000000000000000000e+00
9.908000000000008814e-05,1.000000000000000000e+00
1.093900000000000081e-04,1.000000000000000000e+00
1.160100000000001581e-04,1.000000000000000000e+00
1.161800000000004496e-04,1.000000000000000000e+00
1.175600000000004940e-04,1.000000000000000000e+00
1.185399999999998781e-04,1.000000000000000000e+00
1.258999999999995366e-04,1.000000000000000000e+00
1.262799999999994482e-04,1.000000000000000000e+00
1.327599999999999961e-04,1.000000000000000000e+00
1.334700000000001163e-04,1.000000000000000000e+00
1.496900000000000661e-04,1.000000000000000000e+00
1.524700000000000361e-04,1.000000000000000000e+00
1.531100000000001383e-04,1.000000000000000000e+00
1.583399999999998697e-04,1.000000000000000000e+00
1.601100000000006338e-04,1.000000000000000000e+00
1.658900000000001346e-04,1.000000000000000000e+00
1.761000000000006484e-04,1.000000000000000000e+00
1.864800000000001526e-04,1.000000000000000000e+00
1.952500000000001110e-04,1.000000000000000000e+00
2.237499999999999906e-04,1.000000000000000000e+00
2.260500000000006428e-04,1.000000000000000000e+00
3.150599999999998194e-04,1.000000000000000000e+00
3.498600000000000147e-04,1.000000000000000000e+00
3.694099999999997039e-04,1.000000000000000000e+00
3.992500000000002991e-04,1.000000000000000000e+00
4.718300000000003394e-04,1.000000000000000000e+00
5.018700000000006142e-04,1.000000000000000000e+00
5.652100000000000180e-04,1.000000000000000000e+00
5.748199999999997582e-04,1.000000000000000000e+00
5.763199999999999573e-04,1.000000000000000000e+00
5.997300000000005751e-04,1.000000000000000000e+00
6.247499999999998714e-04,1.000000000000000000e+00
6.480399999999999008e-04,1.000000000000000000e+00
6.642699999999997912e-04,1.000000000000000000e+00
6.669600000000002957e-04,1.000000000000000000e+00
7.027999999999999525e-04,1.000000000000000000e+00
7.031999999999997454e-04,1.000000000000000000e+00
7.050200000000002125e-04,1.000000000000000000e+00
7.429700000000007826e-04,1.000000000000000000e+00
7.518600000000000283e-04,1.000000000000000000e+00
7.624100000000006913e-04,1.000000000000000000e+00
7.636800000000000879e-04,1.000000000000000000e+00
7.649699999999997994e-04,1.000000000000000000e+00
7.688899999999999381e-04,1.000000000000000000e+00
7.736999999999999954e-04,1.000000000000000000e+00
7.920900000000000683e-04,1.000000000000000000e+00
7.954899999999998257e-04,1.000000000000000000e+00
8.508399999999998430e-04,1.000000000000000000e+00
8.600800000000004795e-04,1.000000000000000000e+00
8.696600000000003980e-04,1.000000000000000000e+00
8.698899999999994657e-04,1.000000000000000000e+00
8.821300000000005005e-04,1.000000000000000000e+00
8.865900000000004680e-04,1.000000000000000000e+00
9.017199999999999521e-04,1.000000000000000000e+00
9.390599999999998081e-04,1.000000000000000000e+00
9.543900000000002729e-04,1.000000000000000000e+00
9.649500000000000091e-04,1.000000000000000000e+00
9.712399999999999506e-04,1.000000000000000000e+00
1.112129999999999803e-03,5.000000000000000000e-01
1.203360000000000107e-03,5.000000000000000000e-01
1.328849999999999910e-03,1.000000000000000000e+00
1.854250000000000212e-03,1.000000000000000000e+00
2.369208000000000251e-03,1.000000000000000000e+00
2.510675999999999446e-03,1.000000000000000000e+00
2.577633999999999655e-03,1.000000000000000000e+00
2.668613000000000235e-03,1.000000000000000000e+00
2.711980999999999593e-03,1.000000000000000000e+00
2.779962300000000074e-03,1.000000000000000000e+00
2.784533000000000060e-03,1.000000000000000000e+00
2.831343199999999255e-03,5.000000000000000000e-01
2.836474399999999989e-03,1.000000000000000000e+00
2.855261600000000202e-03,1.000000000000000000e+00
2.910893199999999969e-03,5.000000000000000000e-01
